Ceantar,Logainm
contae na gaillimhe,Na hInsí
contae na gaillimhe,Inis
contae na gaillimhe,Inis Bearna
contae na gaillimhe,Inis Beitheach
contae na gaillimhe,Inis Bó Finne
contae na gaillimhe,Inis Brún
contae na gaillimhe,Inis Cais
contae na gaillimhe,Inis Chomhra
contae na gaillimhe,Inis Damhraí
contae na gaillimhe,Inis Duga
contae na gaillimhe,Inis Aodha
contae na gaillimhe,Inis Flainn
contae na gaillimhe,Inis Gearráin Beag
contae na gaillimhe,Inis Gearráin Mór
contae na gaillimhe,Inis Goirt
contae na gaillimhe,Inis Caorach
contae na gaillimhe,Inis Leacan
contae na gaillimhe,Inis Fhlannáin
contae na gaillimhe,Inis Úll
contae na gaillimhe,Inis Rú
contae na gaillimhe,Inis Seanbhotha
contae na gaillimhe,Inis Airc
contae na gaillimhe,Inis Sceithín
contae na gaillimhe,Inis Scine Beag
contae na gaillimhe,Inis Scine Mór
contae na gaillimhe,Inis Toirc
contae na gaillimhe,Inis Úll
contae na gaillimhe,Preabán an Ósta
contae na gaillimhe,Poll an Iarainn
contae na gaillimhe,Díseart Ceallaigh Thuaidh
contae na gaillimhe,Díseart Ceallaigh Theas
contae na gaillimhe,An tOileán
contae na gaillimhe,An tOileán Beag
contae na gaillimhe,An tOileán Thoir
contae na gaillimhe,Oileán Eide
contae na gaillimhe,An tOileán Thiar
contae na gaillimhe,An tOileán Mór
contae na gaillimhe,Na hOileáin
contae na gaillimhe,Baile Sheáin
contae na gaillimhe,Ceathrú na Lathaí
contae na gaillimhe,Páirc an tSeoighigh
contae na gaillimhe,Ceann ar Gad
contae na gaillimhe,An Ceann Ramhar
contae na gaillimhe,An Céad
contae na gaillimhe,Céim Saileach Thoir
contae na gaillimhe,Céim Saileach Thiar
contae na gaillimhe,An Chéibh
contae na gaillimhe,Caolchoill
contae na gaillimhe,Caoldoire
contae na gaillimhe,Caolchoill
contae na gaillimhe,An Chaológ
contae na gaillimhe,Na Caológa
contae na gaillimhe,Na Caológa Thoir
contae na gaillimhe,Na Caológa Thiar
contae na gaillimhe,Na Caológa Beaga
contae na gaillimhe,An Caorán
contae na gaillimhe,An Caorán Thuaidh
contae na gaillimhe,An Caorán Theas
contae na gaillimhe,An Caorán Mór
contae na gaillimhe,Caorthannán
contae na gaillimhe,Tuaim Catraí
contae na gaillimhe,Baile an Cheantaigh
contae na gaillimhe,Baile an Cheantaigh
contae na gaillimhe,Cill Bheaganta
contae na gaillimhe,An Choill Bheag
contae na gaillimhe,Cill Bhocht
contae na gaillimhe,Cill Bhríde
contae na gaillimhe,Cill Chathail
contae na gaillimhe,Cill Cháimín
contae na gaillimhe,Cill Charúráin
contae na gaillimhe,Cill Chríost
contae na gaillimhe,Coill Chloch
contae na gaillimhe,Cill Chlocháin
contae na gaillimhe,Cill Chluaine
contae na gaillimhe,Cill Chluanaigh
contae na gaillimhe,Cill Cholgáin
contae na gaillimhe,Cill Cholma
contae na gaillimhe,Cill Chumadáin
contae na gaillimhe,Cill Chon Iarainn
contae na gaillimhe,Cill Chúile
contae na gaillimhe,Cill Chúile
contae na gaillimhe,Cill Chuanna
contae na gaillimhe,Coill an Chuais
contae na gaillimhe,Cill Chorbáin
contae na gaillimhe,Cill Churcaí
contae na gaillimhe,Cill Chornáin
contae na gaillimhe,Cill Chraobhanta
contae na gaillimhe,Cill Chruimthir
contae na gaillimhe,Coill Chrainn
contae na gaillimhe,Cill Choirbh Íochtair
contae na gaillimhe,Cill Choirbh Ard
contae na gaillimhe,Cill Dair Í
contae na gaillimhe,Cill Droma
contae na gaillimhe,Cill Filige
contae na gaillimhe,An Choill Gharbh
contae na gaillimhe,An Choill Gharbh Thuaidh
contae na gaillimhe,An Choill Gharbh Theas
contae na gaillimhe,An Choill Gharbh
contae na gaillimhe,An Choill Gharbh Thuaidh
contae na gaillimhe,An Choill Gharbh Theas
contae na gaillimhe,Cill Ghoirill
contae na gaillimhe,Cill Ghoibhreann
contae na gaillimhe,Cill Ghill
contae na gaillimhe,An Choill Ghlas
contae na gaillimhe,Cill Choirín
contae na gaillimhe,Cill Chilbhire
contae na gaillimhe,An Chill
contae na gaillimhe,Coill na Cille
contae na gaillimhe,An Choill
contae na gaillimhe,Cill Leáin
contae na gaillimhe,Coill an Chonnaidh
contae na gaillimhe,Coill an Chlochair
contae na gaillimhe,Coill an Doire
contae na gaillimhe,Coill an Duilisc
contae na gaillimhe,Cille Fían
contae na gaillimhe,Cill Achaidh Bheag
contae na gaillimhe,Cill Achaidh Mhór
contae na gaillimhe,An Cilleachán
contae na gaillimhe,Cill an Ghaill
contae na gaillimhe,Cill Alachtáin
contae na gaillimhe,Cill an Lóntaigh
contae na gaillimhe,Coill Altanach
contae na gaillimhe,Cill na Manach
contae na gaillimhe,Cill Modhiúid Thoir
contae na gaillimhe,Cill Modhiúid Thiar
contae na gaillimhe,Cill Aithnín
contae na gaillimhe,Cill Arbha
contae na gaillimhe,Coill an Scáil
contae na gaillimhe,Coill Leasa Mongáin
contae na gaillimhe,Cill Easpaig Mhaoláin
contae na gaillimhe,Coill an Bhóthair
contae na gaillimhe,Coill idir Dhá Abhainn
contae na gaillimhe,Cill Fhaoláin
contae na gaillimhe,Cill Fhaoile Bheag
contae na gaillimhe,Cill Fhaoile Mhór
contae na gaillimhe,An Cillín
contae na gaillimhe,An Coillín
contae na gaillimhe,An Coillín Thoir
contae na gaillimhe,An Coillín Thuaidh
contae na gaillimhe,An Coillín Theas
contae na gaillimhe,An Coillín Thiar
contae na gaillimhe,Cillín a Díoma Thiar
contae na gaillimhe,Cill Fhíonáin Bheag
contae na gaillimhe,Cill Fhíonáin Mhór
contae na gaillimhe,Coillín Árann
contae na gaillimhe,Cill Fhionnbharra
contae na gaillimhe,Cill Fhínín Bheag
contae na gaillimhe,Cillín Fhínín Mhór
contae na gaillimhe,Coillín Aodha
contae na gaillimhe,Coillín Mhuintir Leáin Thuaidh
contae na gaillimhe,Coillín Mhuintir Leáin Theas
contae na gaillimhe,Cillín Pádraig
contae na gaillimhe,An Choill Íochtair
contae na gaillimhe,An Choill Iarthach
contae na gaillimhe,Cill Eirnín
contae na gaillimhe,Cill ar Ghualainn
contae na gaillimhe,Cill Eiscreach
contae na gaillimhe,Cill Aibhne
contae na gaillimhe,Cill Liatháin
contae na gaillimhe,Cill Liatháin
contae na gaillimhe,Cill Íomair
contae na gaillimhe,Cill Eithne Thoir
contae na gaillimhe,Cill Eithne Thiar
contae na gaillimhe,Cill Ó gCillín
contae na gaillimhe,Cill Ola
contae na gaillimhe,Cill Ó Móráin
contae na gaillimhe,Cill Dhubháin
contae na gaillimhe,Cill Órtha
contae na gaillimhe,Cill Odhráin
contae na gaillimhe,Cill Ó Scóba
contae na gaillimhe,Cill Ó Saighleann
contae na gaillimhe,Cill Leabhair
contae na gaillimhe,Cill Tulach
contae na gaillimhe,Coill Liamhna
contae na gaillimhe,Cill Lapáin
contae na gaillimhe,Cill Iúir Bheag
contae na gaillimhe,Cill Iúir an Chaisleáin
contae na gaillimhe,Coill Uí Mhongáin
contae na gaillimhe,Cill Mhic Dhuach
contae na gaillimhe,Coill Mhic Aodha
contae na gaillimhe,Cill Mhic Raith
contae na gaillimhe,Coill Mhic Riocaird
contae na gaillimhe,Coill Mhic Sheáin
contae na gaillimhe,Coill Mhaí Lacha
contae na gaillimhe,Cill Molonóg
contae na gaillimhe,Cill Mhian
contae na gaillimhe,An Choill Mhór
contae na gaillimhe,Cill Mhuire
contae na gaillimhe,Coill na Buiríse
contae na gaillimhe,Coill na hAbhann
contae na gaillimhe,Coill na Log
contae na gaillimhe,Coill na Leapa
contae na gaillimhe,Coill na Mullán
contae na gaillimhe,Coill na Sliabh
contae na gaillimhe,Cill Phrasóige
contae na gaillimhe,Cill Chuáin
contae na gaillimhe,An Choill Rua
contae na gaillimhe,Coill Uachtair
contae na gaillimhe,Coill Salach
contae na gaillimhe,Cill tSeanbhoithe
contae na gaillimhe,Cill Sciach
contae na gaillimhe,Cill Tartan
contae na gaillimhe,Cill Tiarnáin Thoir
contae na gaillimhe,Cill Tiarnáin Thiar
contae na gaillimhe,Cill tSuibhne
contae na gaillimhe,Cill Tormóir Thoir
contae na gaillimhe,Cill Tormóir Thiar
contae na gaillimhe,Coill Trasna
contae na gaillimhe,Cill Tulach Thuaidh
contae na gaillimhe,Cill Tulach Theas
contae na gaillimhe,Coill Uí Bhánáin
contae na gaillimhe,Cill Mhothlan
contae na gaillimhe,Cionn Cláir
contae na gaillimhe,Cionn Coille
contae na gaillimhe,Talamh an Rí Thuaidh
contae na gaillimhe,Talamh an Rí Theas
contae na gaillimhe,Baile Conraoi
contae na gaillimhe,Cionn Inse
contae na gaillimhe,Cionn Mhóna Thuaidh
contae na gaillimhe,Cionn Mhóna Theas
contae na gaillimhe,Cionn Mhic Cionnaola
contae na gaillimhe,Roinn Mhílis
contae na gaillimhe,Cionn Riasca
contae na gaillimhe,Cinn Mhara
contae na gaillimhe,Ceapánach
contae na gaillimhe,An Chreamhach
contae na gaillimhe,An Cnoc
contae na gaillimhe,An Cnoc Thuaidh
contae na gaillimhe,An Cnoc Buí
contae na gaillimhe,Cnoc an Charraigín
contae na gaillimhe,Cnoc an Daimh Mhóir
contae na gaillimhe,Cnoc Aidicín
contae na gaillimhe,Cnoc Fhardroma
contae na gaillimhe,Cnoc an Choillín
contae na gaillimhe,Cnoc Mhaolobhra Thoir
contae na gaillimhe,Cnoc Mhaolobhra Thiar
contae na gaillimhe,Cnoc an Ara
contae na gaillimhe,Cnoc an Ime
contae na gaillimhe,Cnoc Ais
contae na gaillimhe,Cnoc an Tí Thoir
contae na gaillimhe,Cnoc an Tí Thiar
contae na gaillimhe,Cnoc an Tóchair
contae na gaillimhe,Cnoc an tSamhaidh
contae na gaillimhe,Sliabh Chnoc an tSamhaidh
contae na gaillimhe,Cnoc an Tuair
contae na gaillimhe,An Cnocán
contae na gaillimhe,Cnocán an tSeabhaic
contae na gaillimhe,Cnocán an Mhada
contae na gaillimhe,An Cnocán Bán
contae na gaillimhe,An Cnocán Breac
contae na gaillimhe,An Cnocán Carrach
contae na gaillimhe,Cnocán Cobhra
contae na gaillimhe,Cnocán Darach
contae na gaillimhe,An Cnocán Glas
contae na gaillimhe,An Cnocán Caol
contae na gaillimhe,Cnocán na gCat
contae na gaillimhe,Cnocán na Gaoithe
contae na gaillimhe,Cnocán an Chircín
contae na gaillimhe,An Cnocán Rua
contae na gaillimhe,Na Cnocáin Thoir
contae na gaillimhe,Na Cnocáin Thiar
contae na gaillimhe,Cnoc an Bhealaigh
contae na gaillimhe,Cnoc an Bhile
contae na gaillimhe,Cnoc an Bhodaigh
contae na gaillimhe,Cnoc Bhaile Uí Chléirigh
contae na gaillimhe,Cnoc Bhaile Mhistéil
contae na gaillimhe,Cnoc Bharún
contae na gaillimhe,An Cnoc Bán
contae na gaillimhe,An Cnoc Breac
contae na gaillimhe,Cnoc an Chorráin Duibh
contae na gaillimhe,Cnoc Tua Beag Thoir
contae na gaillimhe,Cnoc Tua Beag Thiar
contae na gaillimhe,Cnoc Droma Móir
contae na gaillimhe,Cnoc Céirín
contae na gaillimhe,An Cnoc Glas
contae na gaillimhe,Cnoc Chill an Fhraoigh
contae na gaillimhe,Cnoc Mhic Scaithil
contae na gaillimhe,An Cnoc Mór
contae na gaillimhe,An Cnoc Maol Thoir
contae na gaillimhe,An Cnoc Maol Thiar
contae na gaillimhe,Cnoc na Buaile
contae na gaillimhe,Cnoc na Cathrach
contae na gaillimhe,Cnoc na Craoibhe
contae na gaillimhe,Cnoc Ard Dála
contae na gaillimhe,Cnoc na gCeapach
contae na gaillimhe,Cnoc na Gréine
contae na gaillimhe,Cnoc na hÁithe
contae na gaillimhe,Cnoc na Manach
contae na gaillimhe,Cnoc Ó gConaill
contae na gaillimhe,Cnoc Úra
contae na gaillimhe,Cnoc Obhráin
contae na gaillimhe,An Cnoc Rua
contae na gaillimhe,An Cnoc Rua Beag
contae na gaillimhe,Cnoc an tSeangharraí
contae na gaillimhe,Cnoc Thiobóid
contae na gaillimhe,Coill an Ghabhann
contae na gaillimhe,Coill an Ghleanna
contae na gaillimhe,An Choill Bheag
contae na gaillimhe,An Choill Bhreac
contae na gaillimhe,An Choill Bhreac Thoir
contae na gaillimhe,An Choill Bhreac Thiar
contae na gaillimhe,Coill Chlainne Aogáin
contae na gaillimhe,An Choill Gharbh
contae na gaillimhe,An Choill Mhór
contae na gaillimhe,An Choill Mhóir
contae na gaillimhe,An Choill Mhór
contae na gaillimhe,Coill na gCeapach
contae na gaillimhe,Coill na Meille
contae na gaillimhe,An Leac
contae na gaillimhe,An Leaca Bhán
contae na gaillimhe,Na Leaca Fionna Thuaidh
contae na gaillimhe,Na Leaca Fionna Theas
contae na gaillimhe,Leacach
contae na gaillimhe,Leacach Beag
contae na gaillimhe,Leacach Mór
contae na gaillimhe,Na Leaca Liatha
contae na gaillimhe,An Leacain
contae na gaillimhe,An Leacain Rua
contae na gaillimhe,Leic Aimhréidh
contae na gaillimhe,Leagúch
contae na gaillimhe,Leacht an Aba
contae na gaillimhe,Leacht Geanainn
contae na gaillimhe,Leacht Onóra
contae na gaillimhe,Leacht Philib
contae na gaillimhe,Leacht Uí Sheachnasaigh
contae na gaillimhe,Lathach an Chróchair
contae na gaillimhe,An Lathach Ghlas Thuaidh
contae na gaillimhe,An Lathach Ghlas Theas
contae na gaillimhe,An Leathardán
contae na gaillimhe,Garraí an Locháin
contae na gaillimhe,Leathchoill
contae na gaillimhe,Lios Uan
contae na gaillimhe,Leathráth
contae na gaillimhe,An Láithreach Beag
contae na gaillimhe,An Láithreach Mór
contae na gaillimhe,An Leargain
contae na gaillimhe,An Learga
contae na gaillimhe,An Leargain
contae na gaillimhe,An Leatóin
contae na gaillimhe,An Leathchoill
contae na gaillimhe,An Láthair Chlamhach
contae na gaillimhe,An Baile Mór
contae na gaillimhe,Leamhach
contae na gaillimhe,An Leathbhaile
contae na gaillimhe,Leathbhaile Uí Chonchúir
contae na gaillimhe,Liagán
contae na gaillimhe,Na Liatha Thuaidh
contae na gaillimhe,Na Liatha Theas
contae na gaillimhe,An Liathcharraig
contae na gaillimhe,Na Liathaibh
contae na gaillimhe,Léim Con
contae na gaillimhe,An Leithcheathrú
contae na gaillimhe,An Leithcheathrú Thuaidh
contae na gaillimhe,An Leithcheathrú Theas
contae na gaillimhe,Leithcheathrú Mhic Mhaoltuile
contae na gaillimhe,An Leithcheathrú Mhór
contae na gaillimhe,Leithcheathrú an tSrutháin
contae na gaillimhe,Na Leicne Beaga
contae na gaillimhe,Leic na bhFearna
contae na gaillimhe,An Líonán
contae na gaillimhe,Oileán Uí Laoigh
contae na gaillimhe,Leitheanach
contae na gaillimhe,Leithead
contae na gaillimhe,An Leithinse
contae na gaillimhe,Leathúrach
contae na gaillimhe,Liatroim Beag
contae na gaillimhe,Liatroim Mór
contae na gaillimhe,Léim na hEilte
contae na gaillimhe,An Chorr
contae na gaillimhe,An Léana Buí
contae na gaillimhe,An Léana Báite
contae na gaillimhe,An Léana Fionn
contae na gaillimhe,Léana Luachra
contae na gaillimhe,An Léana Mór
contae na gaillimhe,Léana an Mharla
contae na gaillimhe,An Léana Riabhach
contae na gaillimhe,An Léana Riabhach
contae na gaillimhe,Leithrinn
contae na gaillimhe,Liataire
contae na gaillimhe,Leitreach
contae na gaillimhe,Leitreach
contae na gaillimhe,Leitir Beag
contae na gaillimhe,Leitir Breacáin
contae na gaillimhe,Leitir Breacáin
contae na gaillimhe,Leitir Camsa
contae na gaillimhe,Leitir Creamha
contae na gaillimhe,Leitir Creamha Rua
contae na gaillimhe,Leitir Dín
contae na gaillimhe,Leitir Eitreann
contae na gaillimhe,Leitir Feoir
contae na gaillimhe,Leitir Fraic
contae na gaillimhe,Leitir Geis Thiar
contae na gaillimhe,Leitir Caocháin
contae na gaillimhe,Leitir Mór
contae na gaillimhe,Leitir Núis
contae na gaillimhe,Leitir Seanbhaile
contae na gaillimhe,Leitir Seanaidh
contae na gaillimhe,An Leathbhaile
contae na gaillimhe,An Leathbhaile Thoir
contae na gaillimhe,An Leathbhaile Thiar
contae na gaillimhe,An Leac Dhearg
contae na gaillimhe,Leic Molaise
contae na gaillimhe,Cnoc Aoil
contae na gaillimhe,Baile na Creige Thuaidh
contae na gaillimhe,Baile na Creige Theas
contae na gaillimhe,Feirm Lindsay
contae na gaillimhe,An Lios Beag
contae na gaillimhe,Lios Braoin
contae na gaillimhe,Lios Ceanannáin
contae na gaillimhe,Lios an Chapaill
contae na gaillimhe,Lios Cluana Míoltóg
contae na gaillimhe,Lios Cuaill
contae na gaillimhe,Lios Coill
contae na gaillimhe,Lios Comhain Íochtarach
contae na gaillimhe,Lios Comhain Uachtarach
contae na gaillimhe,Inis Deilgne
contae na gaillimhe,Lios Donncha
contae na gaillimhe,Lios Dónaill Rua
contae na gaillimhe,Lios Dubháin
contae na gaillimhe,Lios Dobhráin
contae na gaillimhe,An Lios Dubh
contae na gaillimhe,An Lios Dubh
contae na gaillimhe,Lios Duinnín
contae na gaillimhe,Lios Dora
contae na gaillimhe,Lios Finne
contae na gaillimhe,Lios Gára
contae na gaillimhe,Lios Gioba
contae na gaillimhe,Lios Gioba Thoir
contae na gaillimhe,An Lisín
contae na gaillimhe,An Lisín Thuaidh
contae na gaillimhe,An Lisín Theas
contae na gaillimhe,Lisín an Chláraigh
contae na gaillimhe,Lisín na Cranncha
contae na gaillimhe,Lisín na Gaibhle
contae na gaillimhe,Lisín na hAibhle
contae na gaillimhe,Lisín an Lín
contae na gaillimhe,Lisín an Bhealaigh
contae na gaillimhe,Lios an Eidhneáin Thoir
contae na gaillimhe,Lios an Eidhneáin Thiar
contae na gaillimhe,Lisín Coill Thoir
contae na gaillimhe,Lisín Coill Thiar
contae na gaillimhe,Lisín na gCat
contae na gaillimhe,Lisín na Gaoithe
contae na gaillimhe,Lisín na hEilte
contae na gaillimhe,Lisín na bhFearnóg
contae na gaillimhe,Lisín na bhFearnóg
contae na gaillimhe,Lisín Mhic Thaidhg
contae na gaillimhe,An Lisín
contae na gaillimhe,Lios Sciach
contae na gaillimhe,Lios Ciabhaigh
contae na gaillimhe,Lios Ceallaigh
contae na gaillimhe,Lios Caoimhín
contae na gaillimhe,An Lios Liath
contae na gaillimhe,Lios Maoileachlainn
contae na gaillimhe,Lios Mhic Thaidhg
contae na gaillimhe,Lios Maí Fada
contae na gaillimhe,Lios Maine
contae na gaillimhe,Lios Michíl
contae na gaillimhe,Lios Muais
contae na gaillimhe,An Lios Mór
contae na gaillimhe,Lios Maoláin
contae na gaillimhe,An Lios Maol
contae na gaillimhe,Lios na gClasach
contae na gaillimhe,Lios na Drise
contae na gaillimhe,Lios na gCaorach
contae na gaillimhe,Lios na Gráinsí
contae na gaillimhe,Lios na Graí
contae na gaillimhe,Lios na Graí
contae na gaillimhe,Lios na nGaidhríní
contae na gaillimhe,Lios na Meannán
contae na gaillimhe,Lios na bhFoltán
contae na gaillimhe,Lios na Scríne
contae na gaillimhe,Lios Phiasta
contae na gaillimhe,Lios Ráth Biorra
contae na gaillimhe,Lios Riobhas
contae na gaillimhe,An Lios
contae na gaillimhe,Lios an Choirthe
contae na gaillimhe,Lios Uí Choileáin
contae na gaillimhe,Lios an Daill
contae na gaillimhe,Lios an Dualtaigh
contae na gaillimhe,Lios an Lín
contae na gaillimhe,Lios an Londúnaigh
contae na gaillimhe,Lios an Loma
contae na gaillimhe,Lios an Acóidigh
contae na gaillimhe,Lios an Aird Thoir
contae na gaillimhe,Lios an Aird Thiar
contae na gaillimhe,Lios an Uisce
contae na gaillimhe,Lios an Uisce Thuaidh
contae na gaillimhe,Lios an Uisce Theas
contae na gaillimhe,Lios an Phearsúin
contae na gaillimhe,Lios an Phúca
contae na gaillimhe,Lios Ard
contae na gaillimhe,Lios an tSonnaigh
contae na gaillimhe,Lios an Mheatháin
contae na gaillimhe,Lios an Bhealaigh
contae na gaillimhe,Lios an Bhalla
contae na gaillimhe,Gléib Lios an Bhealaigh
contae na gaillimhe,Lios an Bhrogaí
contae na gaillimhe,Lios an Mhulláin
contae na gaillimhe,Lios Iondragáin
contae na gaillimhe,Lios Uí Bhruadair
contae na gaillimhe,Lios Uí Chonchúir
contae na gaillimhe,Lios Mhic Aogáin
contae na gaillimhe,An Lóiste
contae na gaillimhe,Lománach Bhán
contae na gaillimhe,Lománach Rua
contae na gaillimhe,An tOileán Fada Thuaidh
contae na gaillimhe,An Longfort
contae na gaillimhe,An Lúb Rua
contae na gaillimhe,Leamhnachtán
contae na gaillimhe,Leamhnachtán
contae na gaillimhe,An Luascán
contae na gaillimhe,Loch an Chléirigh Beag
contae na gaillimhe,Páirc Uí Lócháin
contae na gaillimhe,Loch an Tóraic Thuaidh
contae na gaillimhe,Loch an Tóraic Theas
contae na gaillimhe,An Lochán
contae na gaillimhe,Loch Ána
contae na gaillimhe,Lochán an Mhaide
contae na gaillimhe,An Lochán Buí
contae na gaillimhe,An Lochán Bréan
contae na gaillimhe,Lochán Éanacháin
contae na gaillimhe,Lochán na bhFeag
contae na gaillimhe,An Lochán Rua Thoir
contae na gaillimhe,An Lochán Rua Thiar
contae na gaillimhe,Loch Buan
contae na gaillimhe,Loch an Bhúrcaigh
contae na gaillimhe,Diméin Loch Cútra
contae na gaillimhe,Loch Cora Thuaidh
contae na gaillimhe,Loch Cora Theas
contae na gaillimhe,Páirc an Locha
contae na gaillimhe,Baile Locha Riach
contae na gaillimhe,Loch Toirc Thoir
contae na gaillimhe,Loch Toirc Thiar
contae na gaillimhe,An Bogán Mór
contae na gaillimhe,Cluain Bigín
contae na gaillimhe,Log an Chaorthainn
contae na gaillimhe,Log an Tairbh
contae na gaillimhe,Log an Bhainne
contae na gaillimhe,Luimneach Thoir
contae na gaillimhe,Luimneach Thiar
contae na gaillimhe,An Lorgain
contae na gaillimhe,An Lorga Bhán
contae na gaillimhe,An Lorgain
