area,ga_placename
contae chorcai,Nettleville
contae chorcai,Newberry
contae chorcai,An Baile Nua
contae chorcai,An Caisleán Nua
contae chorcai,Baile Níos
contae chorcai,Cillín na nGall
contae chorcai,Áth Trasna
contae chorcai,An Baile Nua Thuaidh
contae chorcai,An Baile Nua Theas
contae chorcai,Nuachabháil
contae chorcai,Nuachabháil Íochtarach
contae chorcai,Nuachabháil Uachtarach
contae chorcai,Nuachabháil Uí Dhálaigh
contae chorcai,Baile na Banaltran Beag
contae chorcai,Baile na Banaltran Mór
contae chorcai,Ceathrú an Notaigh
contae chorcai,An Bhonnóg
contae chorcai,Baile Uí Mhacadáin
contae chorcai,An Seanchaisleán
contae chorcai,Baile an tSeanchaisleáin
contae chorcai,An tSeanchúirt Thoir
contae chorcai,An tSeanchúirt Thiar
contae chorcai,An Seandaingean
contae chorcai,Ucht Fhoithre
contae chorcai,Ucht Muine
contae chorcai,Ucht Uathaidh
contae chorcai,Oileán Eoghain
contae chorcai,Cuan Oisrí
contae chorcai,Páil Thoir
contae chorcai,Páil Thiar
contae chorcai,Pálás Anna
contae chorcai,Páirc an Chonnaidh
contae chorcai,Páirc an Dalláin
contae chorcai,Na Páirceanna
contae chorcai,An Pháirc Gharbh
contae chorcai,Páirc Labhráis
contae chorcai,An Pháirc Mhór
contae chorcai,Páirc an Ghleanntáin
contae chorcai,Páirc na hAidhle
contae chorcai,Páirc na Coille
contae chorcai,Páirc an Chnoic
contae chorcai,An Phéic
contae chorcai,An Pheillic
contae chorcai,Baile an Fheamrógaigh
contae chorcai,Cnoc an Phiobair
contae chorcai,An Fial Íochtarach
contae chorcai,An Fial Uachtarach
contae chorcai,Cnocán an Cholúir
contae chorcai,Fearann an Phícigh
contae chorcai,An Poll Mór
contae chorcai,Móin an Phíobaire
contae chorcai,Na Plucáin Thoir
contae chorcai,Na Plucáin Thuaidh
contae chorcai,Na Plucáin Theas
contae chorcai,Na Plucáin Thiar
contae chorcai,Pointe Bolg
contae chorcai,Baile Pholaird
contae chorcai,Port an Bharraigh
contae chorcai,An Port Dubh
contae chorcai,Poll an Churraigh Thuaidh
contae chorcai,Poll an Churraigh Theas
contae chorcai,Poll an Deamhain
contae chorcai,Poll an Uisce
contae chorcai,Pollraic
contae chorcai,Poll an Mhaoir
contae chorcai,An Poll Liath
contae chorcai,Poll na Caillí
contae chorcai,Poll na Riabhaiche
contae chorcai,An Póna
contae chorcai,Leic an Phóna
contae chorcai,Ceathrú an Phóna
contae chorcai,Baile an Phaoraigh
contae chorcai,An Phraip
contae chorcai,An Fraochán
contae chorcai,Prochanas
contae chorcai,Pruchas
contae chorcai,Pruchas
contae chorcai,Prontas
contae chorcai,Pocán
contae chorcai,An Poillín
contae chorcai,Baile na Ceathrún Íochtarach
contae chorcai,Baile na Ceathrún Uachtarach
contae chorcai,Sliabh an Chúitimh
contae chorcai,Oileán Bhríde
contae chorcai,Ráth Mheirgín
contae chorcai,Ráth Mhín
contae chorcai,Ráth an Loisc
contae chorcai,Raithean
contae chorcai,Ráth an Uisce
contae chorcai,An Ráithín agus An Cúilín
contae chorcai,An Ráithín Beag
contae chorcai,An Ráithín Mór
contae chorcai,Ráth an Iarainn
contae chorcai,An Ráithín Rua
contae chorcai,An Ráithín
contae chorcai,An Ráithín Thoir
contae chorcai,Ráth Choinn
contae chorcai,Ráth Luíoch Thuaidh
contae chorcai,Ráth Luíoch Theas
contae chorcai,Reanga Rua
contae chorcai,Garrán Dreolán
contae chorcai,Sráid na gCladhairí
contae chorcai,An Ráth Bheag
contae chorcai,An Ráth Mhór
contae chorcai,Ráth an Fhiaigh
contae chorcai,Ráth Ancair
contae chorcai,An Ráth Ard
contae chorcai,Ráth Sheathrúin Thoir
contae chorcai,Ráth Sheathrúin Thiar
contae chorcai,Ráth an Bharraigh
contae chorcai,Ráth Challainn
contae chorcai,Ráth an Cheanainn
contae chorcai,Ráth an Chláir
contae chorcai,Ráth Ghobáin
contae chorcai,Ráth Chúile Thoir
contae chorcai,Ráth Chúile Thiar
contae chorcai,Ráth Chuanna
contae chorcai,Ráth Chormaic
contae chorcai,Sliabh Ráth Chormaic
contae chorcai,Ráth an Chúrsaigh Thoir
contae chorcai,Ráth an Chúrsaigh Thiar
contae chorcai,Ráth Choillín
contae chorcai,Ráth Chopóg
contae chorcai,Ráth an Deagánaigh
contae chorcai,Ráth Drochta
contae chorcai,Ráth Dhubháin
contae chorcai,An Ráth Dhubh
contae chorcai,Ráth Fhaoláin
contae chorcai,Ráth an Mhíolóidigh
contae chorcai,Ráth Fuataire
contae chorcai,Ráth Ghadhar
contae chorcai,Ráth Ghlasáin
contae chorcai,Ráth an Ghogánaigh Láir
contae chorcai,Ráth an Ghogánaigh Thuaidh
contae chorcai,Ráth an Ghogánaigh Theas
contae chorcai,Ráth Achaidh
contae chorcai,Ráth Shiail
contae chorcai,Ráth Mhic Coiligh Thoir
contae chorcai,Ráth Mhic Coiligh Thiar
contae chorcai,Ráth Mhachaire
contae chorcai,Ráth an Mheargúnaigh
contae chorcai,Ráth na Caillí
contae chorcai,Ráth na Ceártan
contae chorcai,Ráth na gCeard
contae chorcai,Ráth na Ruaige
contae chorcai,Ráth Naoi
contae chorcai,Ráth Ó nDubháin
contae chorcai,Ráth Argáin
contae chorcai,Ráth Phéacáin
contae chorcai,Ráth Treana
contae chorcai,Ráth Dhreóin Bheag
contae chorcai,Ráth Dhreóin Mhór
contae chorcai,Ráth Bhailicín
contae chorcai,Ráth Túrach
contae chorcai,Ráth na nGiall
contae chorcai,An Ré
contae chorcai,Ré Alain
contae chorcai,An Ré
contae chorcai,Ré Ghreallach
contae chorcai,Ráth an Ghrua
contae chorcai,Ré na Cathrach
contae chorcai,Ré na gCaiseal
contae chorcai,Ré na hAbhann
contae chorcai,Ré na Scríne Thuaidh
contae chorcai,Ré na Scríne Theas
contae chorcai,Ré na nGallán
contae chorcai,Ré an Duibh
contae chorcai,Gleann na Reann
contae chorcai,Teach na Reann
contae chorcai,Ré Raithneach
contae chorcai,An Ré Ramhar
contae chorcai,An Ré Ramhar agus Cnocán an
contae chorcai,An Ré Ramhar Thuaidh
contae chorcai,An Ré Ramhar Theas
contae chorcai,Ré Mhaoilín
contae chorcai,Ré Bhaldair
contae chorcai,Ceann an Bhóthair
contae chorcai,Rinn na Boilge
contae chorcai,Rinn na gCapall
contae chorcai,Rinn an Dísirt
contae chorcai,Rinn an Chnoic
contae chorcai,Rinn an Mhanaigh
contae chorcai,Ré an Chairn
contae chorcai,Rinn Dá Chosán
contae chorcai,Rinn Gairgín
contae chorcai,An Rinn Mhín Thoir
contae chorcai,An Rinn Mhín Thiar
contae chorcai,An Rinn Mhór
contae chorcai,Rinn Mhurchú
contae chorcai,Rinn Ó Grianna
contae chorcai,An Rinn Ramhar Thoir
contae chorcai,An Rinn Ramhar Thiar
contae chorcai,Rinn Troisc
contae chorcai,Rinn Uí Dhonnagáin
contae chorcai,Rinnigh Íochtarach
contae chorcai,Rinnigh Uachtarach
contae chorcai,Raerainn
contae chorcai,Baile Risteaird
contae chorcai,An Riasc
contae chorcai,Oileán na Fuinse
contae chorcai,An Rinnín
contae chorcai,Rinn an Chiniféicigh
contae chorcai,An Rinn Thoir
contae chorcai,An Rinn Thiar
contae chorcai,Rinn an Bhile
contae chorcai,Rinn an Chabhaltaigh
contae chorcai,Rinn Ghearróige
contae chorcai,Rinn an Scidígh
contae chorcai,Rinn Fhionnáin
contae chorcai,Rinn Mhín
contae chorcai,Rinn na nÉan
contae chorcai,An Rinn Rua
contae chorcai,Rinn Róin
contae chorcai,An Rinn
contae chorcai,Baile Roisín
contae chorcai,Róncharraig Mhór
contae chorcai,Baile an Riobardaigh
contae chorcai,Baile an Rosfortaigh
contae chorcai,Oileán na Carraige
contae chorcai,Rockborough
contae chorcai,Foraois na Carraige Thoir
contae chorcai,Foraois na Carraige Thiar
contae chorcai,Lios na Carraige
contae chorcai,Garrán na Carraige
contae chorcai,Cnoc na Carraige Thoir
contae chorcai,Cnoc na Carraige Thiar
contae chorcai,Inse Loiscthe
contae chorcai,Cuan Cam Mór
contae chorcai,Baile na mBodach
contae chorcai,Oileán Cathail
contae chorcai,An Róidín
contae chorcai,Rúsc
contae chorcai,Rúscach Thoir
contae chorcai,Rúscach Thiar
contae chorcai,Rúscach
contae chorcai,An Rú Beag
contae chorcai,An Rú Mór
contae chorcai,Ros Caoin
contae chorcai,Ros na gCosán
contae chorcai,Ros na Scalp
contae chorcai,Rosach Chon
contae chorcai,Rosach Thoir
contae chorcai,Rosach Thiar
contae chorcai,Rosach Rua
contae chorcai,An Ros Ard
contae chorcai,Ros Brain
contae chorcai,An Ros Glas
contae chorcai,Ros Caorach
contae chorcai,Sliabh Ros Caorach
contae chorcai,Ros Liag
contae chorcai,Ros Fhlainn
contae chorcai,Ros Mhic Eoghain
contae chorcai,Ros na Brón
contae chorcai,Ros na Cathrach
contae chorcai,Ros na gCuas
contae chorcai,Ros na Gréine
contae chorcai,Ros na Coille
contae chorcai,Ros na nAirne
contae chorcai,Ros na Sionsóg
contae chorcai,Ros Tialláin
contae chorcai,Ruas Mór
contae chorcai,Rocham
contae chorcai,Doire Garbh Thoir
contae chorcai,Doire Garbh Thiar
contae chorcai,Doire Salach
contae chorcai,Gleann na Ruaraí
contae chorcai,Ruagharrán
contae chorcai,Roxborough
contae chorcai,Na Ruáin
contae chorcai,Roprach
contae chorcai,An Roiseán
contae chorcai,Roisín an Uisce
contae chorcai,Gort Luachra
contae chorcai,An Rosach
contae chorcai,Cnoc an Ruiséalaigh
contae chorcai,Inis Chiaráin
contae chorcai,Gort an tSeagail Thoir
contae chorcai,Gort an tSeagail Thiar
contae chorcai,Réileán
contae chorcai,Páirc na Saileach
contae chorcai,Clais an Ghainimh
contae chorcai,Oileán an Ghainimh
contae chorcai,Cúirt an tSáirséalaigh
contae chorcai,Sárú
contae chorcai,An Scairt Íochtarach
contae chorcai,An Scairt Uachtarach
contae chorcai,Scairteach
contae chorcai,Scairt an Bharraigh
contae chorcai,An Scairt Bhán
contae chorcai,An Scairtín Íochtarach
contae chorcai,An Scairtín Uachtarach
contae chorcai,Scairtín an Chuilinn
contae chorcai,An Scairt Liath Íochtarach
contae chorcai,An Scairt Liath Uachtarach
contae chorcai,Scairt na Muc
contae chorcai,Gort na Scoile
contae chorcai,Fearann na Scoile
contae chorcai,Sailí
contae chorcai,An Scoth Bhán
contae chorcai,An Screathan Ard
contae chorcai,Screathan Uí Laoire
contae chorcai,An Scraith Ramhar
contae chorcai,An Screathan Rua
contae chorcai,Screamhóg
contae chorcai,Srón na gCaor
contae chorcai,Scillín
contae chorcai,Móintín na Saighead
contae chorcai,An Suíochán
contae chorcai,An tSeanbhuaile
contae chorcai,Seanchaiseal
contae chorcai,Na Gníomha
contae chorcai,An tSeanchluain
contae chorcai,An tSeanchluain
contae chorcai,Seanchamtha
contae chorcai,Seanchorrán Thoir
contae chorcai,Seanchorrán Thiar
contae chorcai,An Seangharraí
contae chorcai,An Seangharraí Thuaidh
contae chorcai,An Seangharraí Theas
contae chorcai,Seanach an Bharraigh Bháin
contae chorcai,An tSeanghráig
contae chorcai,Seanachadh
contae chorcai,An tSeanchoill
contae chorcai,An tSeanchoill Íochtarach
contae chorcai,An tSeanchoill Uachtarach
contae chorcai,Seanbhoth
contae chorcai,An Seanbhadhún
contae chorcai,An Seanbhaile
contae chorcai,An Seanbhaile Liath
contae chorcai,An Seanmhacha
contae chorcai,Seanbhoth Thoir
contae chorcai,Seanbhoth Láir
contae chorcai,Seanbhoth Thiar
contae chorcai,An Seanbhaile Mór Íochtarach
contae chorcai,An Seanbhaile Mór Uachtarach
contae chorcai,An Seanbhaile Riabhach
contae chorcai,An Seandaingean Thoir
contae chorcai,An Seandaingean Thiar
contae chorcai,An Seandrom Beag
contae chorcai,An Seandrom Mór
contae chorcai,Seanlárach
contae chorcai,An tSeanladhar
contae chorcai,Páirc Shannon
contae chorcai,An tSeantulaigh Thuaidh
contae chorcai,An tSeantulaigh Theas
contae chorcai,An Seanbhaile Beag
contae chorcai,An Sián Íochtarach
contae chorcai,An Sián Uachtarach
contae chorcai,An Seanlios
contae chorcai,Siúlán na gCaorach
contae chorcai,Ré na gCaorach Thoir
contae chorcai,Ré na gCaorach Thiar
contae chorcai,Seithe Bheag
contae chorcai,Seithe Mhór
contae chorcai,Inis Arcáin
contae chorcai,Seanach
contae chorcai,Seangánach
contae chorcai,Poll na Long
contae chorcai,Sraoilleán
contae chorcai,Srón na Ceártan
contae chorcai,Srón na Graí
contae chorcai,Srón na Gaoithe
contae chorcai,An tSrón
contae chorcai,Srón Bheithe
contae chorcai,Srón Phúicín
contae chorcai,Sailcheartán
contae chorcai,Doire Airgid
contae chorcai,An Sceach
contae chorcai,Sceach Ard gCeanannais
contae chorcai,Na Sceacha Beaga Thuaidh
contae chorcai,Na Sceacha Beaga Theas
contae chorcai,An Sceachánach Íochtarach
contae chorcai,An Sceachánach Thuaidh
contae chorcai,An Sceachánach Theas
contae chorcai,Sceach na nGabhar
contae chorcai,Scarbhach
contae chorcai,Scéimh
contae chorcai,Scéimh Thoir
contae chorcai,Scéimh Thiar
contae chorcai,Sceach an Óir Thoir
contae chorcai,Sceach an Óir Thiar
contae chorcai,Inis Céime Thoir
contae chorcai,Inis Céime Thiar
contae chorcai,An Sceachánach
contae chorcai,An Sceichín
contae chorcai,An Sceichín Uachtarach
contae chorcai,Sceachaill
contae chorcai,Sceach na Cille
contae chorcai,Sceach Mhainchise
contae chorcai,Sceide
contae chorcai,An Scoil
contae chorcai,Slí Mheánach
contae chorcai,Slinneog
contae chorcai,An Sléibhín Thoir
contae chorcai,An Sléibhín Thiar
contae chorcai,Sliabh an Dochtúra
contae chorcai,An Sliabh Dóite
contae chorcai,Sliabh Gallán
contae chorcai,An Sliabh Mór
contae chorcai,Sliabh Eoghain
contae chorcai,An Sliabh Rua
contae chorcai,An Stiall
contae chorcai,Coill Chnoc an Ghabha
contae chorcai,Smúrán
contae chorcai,Snámh
contae chorcai,Seireal
contae chorcai,An Rinn Theas
contae chorcai,Oileán an tSabhrain
contae chorcai,Oileáin an tSabhrain
contae chorcai,Gleann an Spá
contae chorcai,Cuas na Spáinneach
contae chorcai,Sparra Uí Ghráda
contae chorcai,Inis Píc
contae chorcai,Fearann an Spidéil
contae chorcai,Fearann an Spidéil
contae chorcai,Garrán na Glaise
contae chorcai,Móin Chrúbáin
contae chorcai,Baile an Tobair
contae chorcai,Sparraí Cloch
contae chorcai,An tSratharlach
contae chorcai,An Srath Liath
contae chorcai,Screathan na bhFeadóg
contae chorcai,Páirc na bhFianna
contae chorcai,Stiall an Eich
contae chorcai,An Stuaicín
contae chorcai,An Stuaic
contae chorcai,An Currach Mór
contae chorcai,Cnoc Sruthán Thoir
contae chorcai,Cnoc Sruthán Thiar
contae chorcai,An Téad
contae chorcai,Cnoc na Smután
contae chorcai,Sobaltair
contae chorcai,Gort an tSamhraidh
contae chorcai,Lios na Gréine
contae chorcai,Cúil an Bhodaigh
contae chorcai,An Gort Milis
contae chorcai,Teach na Seiceamar
contae chorcai,Baile Thancaird
contae chorcai,Teamhair Bheag
contae chorcai,Teamhair Mhór
contae chorcai,An Tamhnaigh Íochtarach
contae chorcai,An Tamhnaigh Uachtarach
contae chorcai,An Téad Bheag
contae chorcai,An Téad Mhór
contae chorcai,Na Téada Íochtaracha
contae chorcai,Na Téada Uachtaracha
contae chorcai,Téadach
contae chorcai,Toinneach
contae chorcai,Tír an Chuirrigh
contae chorcai,Tír an Easaigh
contae chorcai,An Tír Bheag
contae chorcai,Tír Ré Mhín
contae chorcai,Tír Eiltín
contae chorcai,Tír Ghé
contae chorcai,Tír na hAidhleann
contae chorcai,Na Taoibhíní
contae chorcai,Teampall Buadáin
contae chorcai,Teampall Brianaid Thuaidh
contae chorcai,Teampall Brianaid Theas
contae chorcai,Teampall Chonaíle
contae chorcai,Teampall Muire
contae chorcai,Teampall Mhichíl
contae chorcai,Teampall na Carraige Thuaidh
contae chorcai,Teampall na Carraige Theas
contae chorcai,An Teampall Nua
contae chorcai,Teampall Loiscthe
contae chorcai,Teampall an Bhealaigh
contae chorcai,Tuairín an tSléibhe
contae chorcai,Fearann an Tiaraigh
contae chorcai,An Tarbh
contae chorcai,Na Catalóga
contae chorcai,An Liag
contae chorcai,An Paidhc
contae chorcai,Cnoc na Sceach
contae chorcai,Trí Ghníomh
contae chorcai,Baile Thiobóid
contae chorcai,Tigh an Chnoic
contae chorcai,Tigh Leic na Finne
contae chorcai,Tigh Molaige
contae chorcai,Tigh na gCaorach
contae chorcai,Tigh na Scairte
contae chorcai,An Tiníl
contae chorcai,Tír na nÉan
contae chorcai,Tigh Sacsan Beag
contae chorcai,Tigh Sacsan Mór
contae chorcai,Tigh an tSeiscinn
contae chorcai,An Tobar
contae chorcai,Tobar an Fhiaigh
contae chorcai,Ceann Tuaithe
contae chorcai,An Tóchar
contae chorcai,Tóin an Bhoscaigh
contae chorcai,Tóin Fhia
contae chorcai,Tuaim
contae chorcai,Tuaim Thoir
contae chorcai,Tuaim Thiar
contae chorcai,Móin Thuama
contae chorcai,An Tuar Ard
contae chorcai,Tuar Buaine
contae chorcai,An Tuairín Beag
contae chorcai,An Tuar Mór Thoir
contae chorcai,An Tuar Mór Thiar
contae chorcai,An Tuairín Thuaidh
contae chorcai,Tuairín na Lobhar
contae chorcai,Tuairín an Mhúscáin
contae chorcai,An Tuairín Bán
contae chorcai,An Tuairín Clasach
contae chorcai,Tuairín Chormaic
contae chorcai,Tuairín Diarmada
contae chorcai,Tuairín Dónaill
contae chorcai,Tuairín Fhínín
contae chorcai,Tuairín Ghleann an Chaoith
contae chorcai,Tuairín Mhic Amhlaoibh
contae chorcai,Tuairín na gCopóg
contae chorcai,Tuairín na Maor
contae chorcai,Tuairín na nÉan
contae chorcai,Tuairín na Saileán
contae chorcai,Tuairín na Riabhaiche
contae chorcai,An Tuar Garbh
contae chorcai,An Tuar Riabhach
contae chorcai,An Tuath Bán
contae chorcai,Tuath Mhic Dhiarmada
contae chorcai,Tuath Ráithín
contae chorcai,Teamhair Mhór Íochtarach
contae chorcai,Teamhair Mhór Uachtarach
contae chorcai,Talamh an Bhaile
contae chorcai,Lotaí an Bhaile
contae chorcai,Plotaí an Bhaile
contae chorcai,Trá Bholgan
contae chorcai,Trá Chaisil
contae chorcai,Trá Phraisce Thoir
contae chorcai,Trá Phraisce Thiar
contae chorcai,Trá Long
contae chorcai,Baile an Treantaigh
contae chorcai,Trá Líobáin
contae chorcai,Trá na hÁithe
contae chorcai,Trá na Madraí
contae chorcai,Na Triainíní
contae chorcai,An Trian Iarthach
contae chorcai,Clós an Trúipéara
contae chorcai,An Tiobraid
contae chorcai,Tulach Chonrachta
contae chorcai,An Tulach Dhubh
contae chorcai,Tulach Ghréine
contae chorcai,An Tulaichín Beag
contae chorcai,An Tulaichín Mór
contae chorcai,Tulaigh Tréada
contae chorcai,Tulaigh Ghaoithe
contae chorcai,Tulaigh Fhaoláin
contae chorcai,Tulach Léis
contae chorcai,Tulaigh Uí Mhuirithe
contae chorcai,Tulaigh Naosca Thoir
contae chorcai,Tulaigh Naosca Thiar
contae chorcai,Tuath an Chúisínigh
contae chorcai,Tor Beithigh
contae chorcai,Ceann Toirc
contae chorcai,Tír na Spideoige
contae chorcai,Tigh an Dá Phota
contae chorcai,Ula Oscair
contae chorcai,An tIomaire Buí Thoir
contae chorcai,An tIomaire Buí Thiar
contae chorcai,Bun an Chnoic
contae chorcai,Iorthan
contae chorcai,Urchaill Bheag
contae chorcai,Urchaill Mhór Thoir
contae chorcai,Urchaill Mhór Thiar
contae chorcai,Baile an Bhoilbhéacaigh
contae chorcai,Baile an Bhiocáire
contae chorcai,Páirc na Fíniúna
contae chorcai,Baile an Bhailisigh
contae chorcai,Baile an Fháltaigh
contae chorcai,Baile an Bhailisigh Beag
contae chorcai,Baile an Bhailisigh Mór Thoir
contae chorcai,Baile an Bhailisigh Mór Thiar
contae chorcai,Baile an Bhailisigh Mór
contae chorcai,Baile Ualtair
contae chorcai,Garrán Dá Ghabha
contae chorcai,Coill Chlaí an Uisce
contae chorcai,Cnocán na Biolraí
contae chorcai,Teach an Uisce
contae chorcai,Baile na Glaise
contae chorcai,Carraig an Uisce
contae chorcai,Fearann Uaitéir Thuaidh
contae chorcai,Fearann Uaitéir Theas
contae chorcai,Faoide
contae chorcai,Gort an Spidéil
contae chorcai,An Mhóin Fhionn
contae chorcai,An Teampall Geal
contae chorcai,Rinn Chúil Uisce
contae chorcai,An Charraig Bhán
contae chorcai,Baile Liam
contae chorcai,Cnoc na Saileach
contae chorcai,An Ghéagánach
contae chorcai,Muileann an Uintigh
contae chorcai,Gort na Ceártan
contae chorcai,Páirc na Coille
contae chorcai,Coill Átha Grianaigh
contae chorcai,Bun an Stó
contae chorcai,Radharc na Coille
contae chorcai,An tÁth Buí
contae chorcai,Fearann Eochaille
contae chorcai,Eochaill
contae chorcai,Gort na Caillí
contae chorcai,Garrán Mhág
contae chorcai,Mainistir Ó mBána
contae chorcai,Mainistir na Sruthrach
contae chorcai,Achadh Bolg
contae chorcai,Áth Cros
contae chorcai,Áth Fhada
contae chorcai,Achadh Dúin
contae chorcai,Áth Cairn
contae chorcai,Achadh Fhíonach
contae chorcai,An Eaglais
contae chorcai,Eaglais Draighneach
contae chorcai,Ardach
contae chorcai,Ard Ó bhFicheallaigh
contae chorcai,Ard na Gaoithe
contae chorcai,Ard Scéithe
contae chorcai,Áth na nUamhann
contae chorcai,Baile na Baoi
contae chorcai,Baile na Daibhche
contae chorcai,Baile an Teampaill
contae chorcai,Baile Cloiche
contae chorcai,Baile Charránaigh
contae chorcai,Baile Dúlóthair
contae chorcai,Baile an Locha
contae chorcai,Baile Feá Aird
contae chorcai,Béal an Phoill
contae chorcai,Bealach Átha
contae chorcai,Baile Átha hÚlla
contae chorcai,Baile an Mhoirtéalaigh
contae chorcai,Baile Uí Bhuadáin
contae chorcai,Baile Uí Mhoinigh
