placename,sentence,model
Ráth Chairrín,Tiocfaidh muid go dtí Ráth Chairrín don chlub iománaíochta.,claude-3-haiku-20240307
An Ráth Ghlas Thoir,Tá an ceantar thart ar An Ráth Ghlas Thoir go hiomlán nádúrtha agus galánta.,claude-3-haiku-20240307
An Ráth Dubh,Tá an chuid is mó den phobal ag tabhairt cuairt ar An Ráth Dubh le déanaí.,claude-3-haiku-20240307
An Ráth Ghlas Thiar,Rachaidh muid go dtí An Ráth Ghlas Thiar don cháirde.,claude-3-haiku-20240307
Ráth Ghreanachair Íochtair,Tá seanchais agus amhráin thraidisiúnta á gcur i láthair in Ráth Ghreanachair Íochtair ag an gcuallacht áitiúil.,claude-3-haiku-20240307
Ráth Ghreanachair Uachtair,Tá an bunscoil nua ar oscailt i Ráth Ghreanachair Uachtair.,claude-3-haiku-20240307
An Ráth Dhubh,Tá an scoil nua á tógáil in An Ráth Dhubh i láthair na huaire.,claude-3-haiku-20240307
Ráth Cheallaigh,Chuaigh mé go Ráth Cheallaigh chun freastal ar an phicnic bhliantúil.,claude-3-haiku-20240307
Ráth Gioba,Cuireann turasóirí aithne ar chultúr Ráth Gioba nuair a thagann siad ann.,claude-3-haiku-20240307
Ráth Máilicín,Leanfaidh na daoine bealach siúlóide nua a osclaíodh ar Ráth Máilicín.,claude-3-haiku-20240307
Ráth Leacáin,Raghaidh mé go Ráth Leacáin chun dul ag spaisteoireacht.,claude-3-haiku-20240307
An Ráth Mhaol,Bíonn deireadh seachtaine den chultúr agus ceol i bPáirc An Rátha Mhaol i rith an tsamhraidh.,claude-3-haiku-20240307
Ráth na gCoinín,Tógann muintir Ráth na gCoinín a gcuid earraí sainiúla do na margaí áitiúla.,claude-3-haiku-20240307
An Ráth Mhaol,Cuirfear taispeántas ealaíne ar siúl in An Ráth Mhaol an bhliain seo chugainn.,claude-3-haiku-20240307
Ráth na Daibhche,Bíonn roinnt eachtraí ceiliúrtha ag tarlú i Ráth na Daibhche go minic.,claude-3-haiku-20240307
Ráth na Craoibhe,Bíonn margaí agus féilte traidisiúnta ar siúl go rialta i Ráth na Craoibhe.,claude-3-haiku-20240307
Ráth na gCupán,Bíonn borradh geilleagrach le feiceáil i Ráth na gCupán gach bliain.,claude-3-haiku-20240307
An Ráth Mhór,Rachaidh mé go dtí An Ráth Mhór chun freastal ar an dinnéar ceiliúrtha.,claude-3-haiku-20240307
Ráth na bhFuarán,Beidh cóisir mhór chultúrtha ar siúl ar Ráth na bhFuarán an samhradh seo.,claude-3-haiku-20240307
Ráth Mhic Coisteala,Beidh ceol traidisiúnta á sheinm i Ráth Mhic Coisteala an deireadh seachtaine seo.,claude-3-haiku-20240307
Ráth Thóma,Caithfidh muid a bheith i Ráth Thóma chun an baile a fheiceáil.,claude-3-haiku-20240307
Ráth na Mach,Rachaidh mé go Ráth na Mach le mo chairde an samhradh seo.,claude-3-haiku-20240307
An Ráth Riabhach,Rachaidh mé go dtí An Ráth Riabhach ar laethanta saoire an samhradh seo chugainn.,claude-3-haiku-20240307
Ráth Réamainn,Déanfaidh siad athchóiriú mór ar Chaisleán Ráth Réamainn an bhliain seo chugainn.,claude-3-haiku-20240307
Ráth Raodáin,Tá an baile i Ráth Raodáin an-bheoga le linn an tsamhraidh.,claude-3-haiku-20240307
Ráth Ruáin,Tógfaidh an Chomhairle póstaer nua fógraíochta do Ráth Ruáin an mhí seo chugainn.,claude-3-haiku-20240307
Ráth Eoghain Thoir,Tógfar árasáin nua i Ráth Eoghain Thoir an bhliain seo chugainn.,claude-3-haiku-20240307
Ráth Ruaín,Chuaigh muintir Ráth Ruaín ar thuras scoile chuig an gCaisleán Nua an tseachtain seo caite.,claude-3-haiku-20240307
Ráth Eoghain Thiar,Caithfidh mé cuairt a thabhairt ar Ráth Eoghain Thiar an samhradh seo chugainn.,claude-3-haiku-20240307
An Ráth Rua,Tá daoine ag caitheamh ama iontach in An Ráth Rua.,claude-3-haiku-20240307
Ráth Scanláin,Bhailigh siad torthaí arbhair ó Ráth Scanláin le linn an fhómhair.,claude-3-haiku-20240307
An Riasc,Bíonn an fhoireann pheil ag traenáil ar An Riasc gach tráthnóna.,claude-3-haiku-20240307
Ráth Easa Caoire Thuaidh,Rachaidh mé go Ráth Easa Caoire Thuaidh le mo chairde amárach.,claude-3-haiku-20240307
An tOileán Rua,Tá daoine ag siúl timpeall ar An tOileán Rua le linn an lae.,claude-3-haiku-20240307
Ráth Ruiséil,Beidh rásaí capall á reachtáil in Ráth Ruiséil i mí Lúnasa.,claude-3-haiku-20240307
Ráth Easa Caoire Theas,Déanfar athchóiriú mór ar Ráth Easa Caoire Theas an bhliain seo chugainn.,claude-3-haiku-20240307
Ráth Sléibhín,Rachaidh mé ag siopadóireacht i Ráth Sléibhín an deireadh seachtaine seo.,claude-3-haiku-20240307
An Cnoc Rua Theas,Beidh feirmeoireacht thraidisiúnta á déanamh ar An Cnoc Rua Theas amach anseo.,claude-3-haiku-20240307
An Cnoc Rua,Déanann na turasóirí turais chuig An Cnoc Rua gach samhradh.,claude-3-haiku-20240307
An Rinn Bhreac,Bhíodh an t-iomaíocht chrua idir na foirne i gCluichí an Rinn Bhric gach bliain.,claude-3-haiku-20240307
An Móta,Tógfar ionad pobail nua in An Móta an bhliain seo chugainn.,claude-3-haiku-20240307
Rinn Ghualann,Tá tóir mhór ag turasóirí ar Rinn Ghualann mar gheall ar a áilleacht nádúrtha.,claude-3-haiku-20240307
An Rinn Mhór,Imríonn pobal áitiúil An Rinn Mhóir gáma traidisiúnta cártaí gach Satharn.,claude-3-haiku-20240307
Rinn na nGall,Chuaigh na turasóirí ar thuras cuairt go Rinn na nGall an samhradh seo.,claude-3-haiku-20240307
Rinn an Aoil,Bíonn imeachtaí cultúrtha ar siúl i Rinn an Aoil gach samhradh.,claude-3-haiku-20240307
An Rinn,Déanfar oibreacha feabhsúcháin ar bhóithre An Rinn an bhliain seo chugainn.,claude-3-haiku-20240307
Rinn an Ghearráin,Tá sé i gceist go mbeidh imeachtaí cultúrtha ar siúl i Rinn an Ghearráin an samhradh seo.,claude-3-haiku-20240307
Rinn an Chillín,Beidh ceolchoirm speisialta ar siúl i Rinn an Chillín an tseachtain seo.,claude-3-haiku-20240307
Rinn an Eanaigh,Tá daoine ag déanamh seilge i Rinn an Eanaigh ar feadh na bliana.,claude-3-haiku-20240307
Rinn na hUlta,Thóg siad ionad pobail nua i Rinn na hUlta le déanaí.,claude-3-haiku-20240307
Ceathrú na gCloch,Tá saothrú na talún ag leathnú i gCeathrú na gCloch le blianta beaga anuas.,claude-3-haiku-20240307
Oileán na hAbhann,Tá na hiasc is fearr ag teacht ó Oileán na hAbhann.,claude-3-haiku-20240307
Róibín,Bíonn na turasóirí ag tabhairt cuairte ar Róibín le linn na samhna.,claude-3-haiku-20240307
Rinn na Saor,Caitheann muintir Rinn na Saor a gcuid ama saor ag spaisteoireacht timpeall na háite.,claude-3-haiku-20240307
Róibín Ard,Bíonn beochaintí cultúrtha ar siúl i Róibín Ard gach samhradh.,claude-3-haiku-20240307
Roinn Sionnaigh,Caithfear Roinn Sionnaigh a ghlantach go rialta le coinneáil ar an nglaineacht.,claude-3-haiku-20240307
Gort na Cloiche,Tá músaem áitiúil suite i nGort na Cloiche.,claude-3-haiku-20240307
Rua-oileán,Tá an chéad ionad cultúrtha nua ar oscailt i Rua-oileán.,claude-3-haiku-20240307
Ceathrú an Chlochair Theas,Bíonn ceolchoirmeacha traidisiúnta ar siúl i gCeathrú an Chlochair Theas i rith an tsamhraidh.,claude-3-haiku-20240307
Ceathrú an Chlochair Thuaidh,Tógadh ionad ealaíne nua i gCeathrú an Chlochair Thuaidh le déanaí.,claude-3-haiku-20240307
Carraig an Chabhlaigh,Chaith muid laethanta saoire iontacha i gCarraig an Chabhlaigh an samhradh seo caite.,claude-3-haiku-20240307
Rua-oileán,Déanfar feirmeoireacht chruithneachta ag Rua-oileán sa bhliain amach romhainn.,claude-3-haiku-20240307
Ruain Chaol,Tugann cuid mhór daoine cuairt ar Ruain Chaol le linn na Nollag.,claude-3-haiku-20240307
Oileán na Rómhánach,Bhí na Róimhigh ina gcónaí ar Oileán na Rómhánach fadó.,claude-3-haiku-20240307
Ruachán,Rachaidh mé go Ruachán le mo chlann an samhradh seo chugainn.,claude-3-haiku-20240307
Ruán an Leachta,Beidh mórthaispeántas ealaíne á eagrú i Ruán an Leachta an bhliain seo chugainn.,claude-3-haiku-20240307
Ruachán,Cónaíonn teaghlaigh áitiúla i Ruachán le fada an lá.,claude-3-haiku-20240307
An Rú Mór,Buaileann daoine cuairt ar An Rú Mór chun an dea-shíocháin a bhlaiseadh.,claude-3-haiku-20240307
Rúscaigh Bheag,Rachaidh mé go Rúscaigh Bheag le mo chlann ar an deireadh seachtaine.,claude-3-haiku-20240307
Rú Chill Mhíona,Bíonn ceolchoirmeacha ar siúl i Rú Chill Mhíona le linn an tsamhraidh.,claude-3-haiku-20240307
Rúscaigh,Caithfidh mé Rúscaigh a thógáil ar an mbealach abhaile.,claude-3-haiku-20240307
An Rú,Tugann na turasóirí cuairt ar An Rú go minic chun an dea-reoiteacht a mhealladh.,claude-3-haiku-20240307
Ros Bairneach,Caithfidh muid turais a eagrú go dtí Ros Bairneach arís sa samhradh.,claude-3-haiku-20240307
Ruanaid,Tá na turasóirí ag baint taitneamh as a gcuairt ar Ruanaid.,claude-3-haiku-20240307
Ros Duáin,Táthar ag scríobh leabhar nua faoi stair Ros Duáin.,claude-3-haiku-20240307
Ros Cléibh,Tá an baile bisiúil i Ros Cléibh i rith na samhna.,claude-3-haiku-20240307
Ros na Gaillimhe,Beidh imeachtaí cultúrtha ar siúl i Ros na Gaillimhe an Samhradh seo.,claude-3-haiku-20240307
Ros Cathail,Tá ionad ceoil nua ag oscailt i Ros Cathail an mhí seo.,claude-3-haiku-20240307
Ros Caoin Thuaidh,Tá cuid de na cónaitheoirí ag bogadh go Ros Caoin Thuaidh ar an meán.,claude-3-haiku-20240307
Ros Caoin Theas,Eagraíonn an pobal imeachtaí cultúrtha i Ros Caoin Theas gach bliain.,claude-3-haiku-20240307
An Ros Leathan Íochtarach,Rachaidh mé go dtí An Ros Leathan Íochtarach le mo chairde an samhradh seo.,claude-3-haiku-20240307
Ros Gibilín,Tógtar acmhainní nua gníomhaíochta do dhaoine óga i Ros Gibilín gach bliain.,claude-3-haiku-20240307
An Ros Leathan Uachtarach,Déanann na turasóirí a lán gníomhaíochtaí in An Ros Leathan Uachtarach.,claude-3-haiku-20240307
Ros Laighneach,Beidh ceardlanna ealaíne ar siúl i Ros Laighneach i mbliana.,claude-3-haiku-20240307
Ros Láthair,Beidh gach duine ag freastal ar an gceolchoirm i Ros Láthair an mhí seo chugainn.,claude-3-haiku-20240307
An Ros Mór,Tógtar tithe nua i gceantair An Ros Mór gach bliain.,claude-3-haiku-20240307
Ros Muine,Beidh taispeántais ealaíne suimiúla ar siúl i Ros Muine an mhí seo chugainn.,claude-3-haiku-20240307
Ros Miondail,Beidh an phictiúrlann nua ag oscailt i Ros Miondail an tseachtain seo.,claude-3-haiku-20240307
An Ros,Tá gnáthshaol na ndaoine in An Ros an-shíochánta.,claude-3-haiku-20240307
An Ros Thoir,Tá daoine ag siúl timpeall ar Ros Thoir ar an trá gach lá.,claude-3-haiku-20240307
Ros na gCléireach,Oireann Ros na gCléireach go hiontach do sheóirí rothar.,claude-3-haiku-20240307
Ros an Riobaill,Tugann cuairteoirí cuairt ar Ros an Riobaill chun stair an cheantair a fheiceáil.,claude-3-haiku-20240307
An Ros Thiar,Tá cónaitheoirí nua tar éis bogadh isteach in An Ros Thiar le déanaí.,claude-3-haiku-20240307
Ros na Coilleadh,Tá siad ag foghlaim faoi stair agus cultúr Ros na Coilleadh i scoileanna áitiúla.,claude-3-haiku-20240307
An Ros Beag,Imíonn na daoine go minic ag siopadóireacht i Sráid an Rois Bhig.,claude-3-haiku-20240307
Ros Uí Mháille,Tá daoine ag taisteal go Ros Uí Mháille chun siúlóidí áille a dhéanamh.,claude-3-haiku-20240307
Ros Eirc,Cuireann siad oícheanta ceoil agus damhsa ar siúl go rialta i Ros Eirc.,claude-3-haiku-20240307
Ros Abha,Tá an-tóir ar thurais chuig Ros Abha ag na turasóirí.,claude-3-haiku-20240307
Ros Muirbhigh,Cuirfear taispeántas ealaíne ar siúl i Ros Muirbhigh an bhliain seo chugainn.,claude-3-haiku-20240307
Ros Uí Bhéara,Ceiliúrann muintir Ros Uí Bhéara a gcultúr traidisiúnta gach bliain.,claude-3-haiku-20240307
Ros Tuaithe,Tá comhluadar an-mhaith i Ros Tuaithe i rith na Nollag.,claude-3-haiku-20240307
Ros Toirc,Rachaidh mé go Ros Toirc ar saoire an samhradh seo.,claude-3-haiku-20240307
Cnoc Luachra,Tá an chéad Fhéile Litríochta á heagrú i gCnoc Luachra an bhliain seo.,claude-3-haiku-20240307
Na Roisíní,Bíonn daoine ag siúl tríd na roisíní i Na Roisíní gach lá.,claude-3-haiku-20240307
Poll Luachra Thoir,Bíonn turasóirí ag tabhairt cuairt ar Pholl Luachra Thoir i rith an tsamhraidh.,claude-3-haiku-20240307
Poll Luachra Thoir,Bíonn cinn bhreátha ar fáil i bPoll Luachra Thoir.,claude-3-haiku-20240307
An Ruball,Caitheann daoine mórán ama ag siúl timpeall An Rubaill.,claude-3-haiku-20240307
Faiche an Teampaill,Beidh an Oireachtas ag teacht go Faiche an Teampaill an bhliain seo chugainn.,claude-3-haiku-20240307
Na Roisíní,Ceannaíonn na daoine ó Na Roisíní earra ceirde agus ceardaíochta go minic.,claude-3-haiku-20240307
An Roisín Thiar,Chonaic mé an-chuid éan éagsúla in An Roisín Thiar le déanaí.,claude-3-haiku-20240307
An Roisín,Tógfaidh siad ionad nua spóirt in An Roisín an samhradh seo.,claude-3-haiku-20240307
Eachinis,Cuireann daoine a gcuid saoire in Eachinis gach samhradh.,claude-3-haiku-20240307
An Roisín Thoir,Rachaidh mé go hAn Roisín Thoir ar saoire sa samhradh.,claude-3-haiku-20240307
Inis na Naomh,Cuirfear ceolchoirm mhór ar siúl in Inis na Naomh an samhradh seo.,claude-3-haiku-20240307
An Sáilín,Suíonn na daoine ar an trá in An Sáilín le linn na samhraí te.,claude-3-haiku-20240307
Sailchearnán,Tógfar ionad siopadóireachta nua i Sailchearnán an bhliain seo chugainn.,claude-3-haiku-20240307
Salachar,Eagraíonn an coiste áitiúil féilte cultúrtha i Salachar gach bliain.,claude-3-haiku-20240307
Cnocán na Gainimhe,Bíonn damhsaí traidisiúnta ar siúl ar Chnocán na Gainimhe ag an Nollaig.,claude-3-haiku-20240307
Sarnacht,Sroicheann go leor turasóirí Sarnacht gach bliain.,claude-3-haiku-20240307
An Scardán,Bíonn siúlóidí iontacha ar fáil i gCaisleán Aircín do chuairteoirí.,claude-3-haiku-20240307
Ráth na nAlbanach,Bíonn ceol traidisiúnta ag seinm i Ráth na nAlbanach gach oíche.,claude-3-haiku-20240307
Scardán Thiar,Caitheann pobal Scardán Thiar a laethanta saoire ag campáil ag an trá gach samhradh.,claude-3-haiku-20240307
Scardán Thoir,Bíonn ranganna Gaeilge á reáchtáil go rialta i Scardán Thoir.,claude-3-haiku-20240307
An Screig,Bíonn dathanna bríomhara ag fás ar Scréig an Earraigh.,claude-3-haiku-20240307
An Suíochán Dubh,Thug mé cuairt iontach ar An Suíochán Dubh inné.,claude-3-haiku-20240307
Cnoc na Gainimhe,Tá sé ina phríomhchríochfort ar Chnoc na Gainimhe.,claude-3-haiku-20240307
Seanach,Tugann na turasóirí an-spéis i Seanach mar gheall ar a stair rómánsach.,claude-3-haiku-20240307
An Seamar Bán,Ceannóidh mé bláthanna bána in An Seamar Bán an tseachtain seo.,claude-3-haiku-20240307
An Seiseadh,Beidh an ceiliúradh bliaintiúil ar siúl in An Seiseadh an bhliain seo chugainn.,claude-3-haiku-20240307
An Saoroileán,Tá an scoil nua i measc na ndaoine in An Saoroileán.,claude-3-haiku-20240307
Sonnach Maol,Tá pobal Sonnach Maol díograiseach faoin traidisiún agus an cultúr áitiúil.,claude-3-haiku-20240307
An tSeanchloch,Caitheann siad deireadh seachtaine ar An tSeanchloch gach samhradh.,claude-3-haiku-20240307
An Seamar Dubh,Caithfear athchóiriú a dhéanamh ar An Seamar Dubh sa bhliain seo chugainn.,claude-3-haiku-20240307
An Suíochán Bán,Tá cáirde ag tabhairt cuairt ar An Suíochán Bán i rith na Nollag.,claude-3-haiku-20240307
Seanachaidh,Éiríonn sé go luath gach maidin chun cabhrú le hobair na bairneacha i Seanachaidh.,claude-3-haiku-20240307
Seantalamh,Tógadh foirgneamh nua i Seantalamh le deireanas.,claude-3-haiku-20240307
An Seanmhás Mór,Tá pleananna ann chun an Seanmhás Mór a athchóiriú sa chéad bhliain eile.,claude-3-haiku-20240307
Seandroim,Leanann na scoláirí ag staidéar staire agus seandálaíochta i Seandroim.,claude-3-haiku-20240307
An Seanbhaile,Tá oifigí nua na comhairle suite in An Seanbhaile.,claude-3-haiku-20240307
An tSeanráith,Bíonn dea-shíocháin le haireachtáil in An tSeanráith i rith na Nollag.,claude-3-haiku-20240307
An Seanmhachaire,Cuireann siad imeachtaí cultúrtha ar siúl san Seanmhachaire gach bliain.,claude-3-haiku-20240307
Seaneitre,Maireann daoine áitiúla i Seaneitre ó ghlúin go glúin.,claude-3-haiku-20240307
An Sián Mór,Meallfar turasóirí chuig An Sián Mór leis an bhfeachtas margaíochta nua.,claude-3-haiku-20240307
An tSeanbhuaile,Cuireann muintir An tSeanbhuaile fáilte mhór roimh chuairteoirí gach samhradh.,claude-3-haiku-20240307
Seanbhoth Dhoinneáin,Tá sé de nós ag daoine cuairt a thabhairt ar Seanbhoth Dhoinneáin le linn na Nollag.,claude-3-haiku-20240307
Seanbhoth Leathan,Bíonn siad ag ceol agus ag rince i Seanbhoth Leathan gach oíche samhna.,claude-3-haiku-20240307
An Seanbharr,Soláthraíonn siopa áitiúil seirbhísí den scoth do mhuintir An Seanbharr.,claude-3-haiku-20240307
An Sián,Beidh céilí mór ar siúl in An Sián an oíche amárach.,claude-3-haiku-20240307
An Seanbhaile Beag,Bíonn ceolchoirmeacha traidisiúnta ar siúl in An Seanbhaile Beag i rith an tsamhraidh.,claude-3-haiku-20240307
An Seanbhaile Bocht,Cónaíonn daoine an-óga san Seanbhaile Bocht anois.,claude-3-haiku-20240307
Sonnach,Beidh taispeántais ealaíne ar siúl i Sonnach le linn an fhómhair.,claude-3-haiku-20240307
An Sindile,Tá raon leathan siopaí agus bialanna san Sindile.,claude-3-haiku-20240307
An tSí Rua,Tá a lán turasóirí ag tabhairt cuairt ar An tSí Rua i rith na bliana.,claude-3-haiku-20240307
An Sián,Déanann na turasóirí seal a chaitheamh i dTeach an Sháin gach samhradh.,claude-3-haiku-20240307
An Seisceann,Tá sé iontach éigin i mBaile an tSéanaigh san Fhómhar.,claude-3-haiku-20240307
Seangánach,Beidh cóisir mhór ar siúl i Seangánach an Luan seo chugainn.,claude-3-haiku-20240307
Sruthair,Bíonn daoine ag spaisteoireacht ar bhruacha Shruthair gach lá.,claude-3-haiku-20240307
Na Sé Chnaigín,Caitheann na turasóirí an chuid is mó den am amuigh faoin aer nuair a thagann siad go Na Sé Chnaigín.,claude-3-haiku-20240307
An Sceach Ard,Beidh feirmeoireacht thraidisiúnta ar siúl in An Sceach Ard an bhliain seo chugainn.,claude-3-haiku-20240307
Scéith Lócháin,Baineann daoine an-taitneamh as an tírdhreach álainn atá ag Scéith Lócháin.,claude-3-haiku-20240307
An Sceachánach,Caitheann na turasóirí a gcuid ama ag An Sceachánach le linn na samhradh.,claude-3-haiku-20240307
An Sceichín,Cuireann na daoine áitiúla Oireachtas Chultúir An Sceichín ar siúl gach bliain.,claude-3-haiku-20240307
An Sciordach Íochtair,Rachaidh na mic léinn chuig An Sciordach Íochtair ar thuras scoile.,claude-3-haiku-20240307
Oileán na Sé Pingne,Bíonn daoine ag snámh in Oileán na Sé Pingne le linn an tsamhraidh.,claude-3-haiku-20240307
Sceith an Bháid,Cuirfear comórtas rópaí ar siúl i Sceith an Bháid an samhradh seo.,claude-3-haiku-20240307
Slogar,Caithfear feabhas a chur ar na saoráidí i Slogar amach anseo.,claude-3-haiku-20240307
An Sceachánach Íochtarach,Tá tionscadail forbartha nua á bpleanáil in An Sceachánach Íochtarach.,claude-3-haiku-20240307
An Sciordach Uachtair,Caitheann daoine a laethanta saoire i gCaisleán Aircín le blianta.,claude-3-haiku-20240307
An Sceichín agus Lios Eibhlín,Tá scéalta spéisiúla le cloisteáil faoi chultúr agus stair An Sceichín agus Lios Eibhlín.,claude-3-haiku-20240307
Sliabh na bPréachán,Bíonn sé éasca teacht go Sliabh na bPréachán ar chosán.,claude-3-haiku-20240307
An Sliabh Mór,Beidh comórtas peile idir na foirne áitiúla ar siúl ar An Sliabh Mór an deireadh seachtaine seo.,claude-3-haiku-20240307
Sliabh na gCearc,Itheann muintir Shliabh na gCearc a lán éan gorm.,claude-3-haiku-20240307
